Categorical,Continuous,Test,Statistic,p_value,Significant,Groups,Total_n,Effect_Size,Effect_Type,Rank_Biserial,Power,Passed_Effect_Size_Filter,Passed_Power_Filter,Passed_Any_Filter,Passed_All_Filters
Physical Activity Level,Q7,Kruskal-Wallis,2.408753237847804,0.49200729023144696,False,4,76,0.0,ε²,,-0.95,False,False,False,False
Physical Activity Level,Q8,Kruskal-Wallis,8.377636501822426,0.03881898542884495,True,4,76,0.07468939585864481,ε²,,0.9917051322015044,True,True,True,False
Physical Activity Level,Q9,Kruskal-Wallis,8.990172113506528,0.02942183942092507,True,4,76,0.08319683490981289,ε²,,0.9963595441811149,True,True,True,False
Physical Activity Level,Q10,Kruskal-Wallis,6.33555585295606,0.09637832780449895,False,4,76,0.04632716462438972,ε²,,0.908663422352043,True,True,True,False
City,Q1,Kruskal-Wallis,14.852819715763744,0.7847664241775877,False,4,59,0.16462249605227422,ε²,,0.9999998325123778,True,True,True,False
City,Q2,Kruskal-Wallis,22.310036473848818,0.32392695431586693,False,4,59,0.26819495102567803,ε²,,0.9999999999999986,True,True,True,False
City,Q3,Kruskal-Wallis,21.908746267292493,0.3454827884890727,False,4,59,0.26262147593461793,ε²,,0.999999999999994,True,True,True,False
City,Q4,Kruskal-Wallis,16.49681327049038,0.68536409283665,False,4,59,0.18745573986792197,ε²,,0.9999999947813364,True,True,True,False
City,Q5,Kruskal-Wallis,13.111568703308897,0.8725459504032789,False,4,59,0.14043845421262358,ε²,,0.9999952144025105,True,True,True,False
City,Q6,Kruskal-Wallis,24.959134687892266,0.20299898221260806,False,4,59,0.3049879817762815,ε²,,1.0,True,True,True,False
City,Q7,Kruskal-Wallis,16.144613656595343,0.7076130854029331,False,4,59,0.1825640785638242,ε²,,0.9999999887467235,True,True,True,False
City,Q8,Kruskal-Wallis,31.418416967570238,0.049903445922652195,True,4,59,0.39470023566069773,ε²,,1.0,True,True,True,False
City,Q9,Kruskal-Wallis,17.21392474278595,0.6390421045717047,False,4,59,0.19741562142758262,ε²,,0.9999999989548803,True,True,True,False
City,Q10,Kruskal-Wallis,32.43234407753757,0.038903766252529864,True,4,59,0.40878255663246627,ε²,,1.0,True,True,True,False
